store,websites,sku,name,url_key,description
"store_us,store_in,default","app_us,app_in",INS83318,Bloom Jadau Gold-plated Silver Pendant with Chain (Set of 2),bloom-jadau-gold-plated-silver-pendant-with-chain-(setof2)-ins83318,"Inspired by spring blooms, Jadau gold-plated silver pendant handcrafted by skilled artisans in South India featuring semi-precious stones and bead drop<ul><li>Color: Golden, Pink, Green</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver, Semi-precious Stones</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS152058,Leaf Jadau Gold-plated Silver Pendant with Chain (Set of 2),leaf-jadau-gold-plated-silver-pendant-with-chain-(setof2)-ins152058,"Inspired by leaves, Jadau gold-plated-silver pendant handcrafted by skilled artisans in South India featuring semi precious stones and bead drop<ul><li>Color: Golden, Pink, Green</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver, Semi-precious Stones</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS112940,Floral Jadau Gold-plated Silver Pendant with Chain (Set of 2),floral-jadau-gold-plated-silver-pendant-with-chain-(setof2)-ins112940,"Jadau gold tone silver floral pendant handcrafted by skilled artisans in South India featuring semi-precious stones and bead drop<ul><li>Color: Golden, Pink, Green</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver, Semi-precious Stones</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS42730,Gold-plated Silver Engraved Temple Earrings with Coins,gold-plated-silver-engraved-temple-earrings-with-coins-ins42730,"Gold-plated silver engraved temple earrings featuring hand-hammered coins, idol motif and semi-precious stones handcrafted in South India<ul><li>Color: Golden, Pink</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver, Semi-precious Stones</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS102940,Floral Jadau Gold-plated Silver Pendant with Chain (Set of 2),floral-jadau-gold-plated-silver-pendant-with-chain-(setof2)-ins102940,"Inspired by flowers, Jadau gold-plated silver pendant handcrafted by skilled artisans in South India featuring semi-precious stones and bead drop<ul><li>Color: Golden, Pink, Green</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver, Semi-precious Stones</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS33080,Gold-plated Silver Engraved Coin Earrings with Peacock Motif,gold-plated-silver-engraved-coin-earrings-with-peacock-motif-ins33080,"Inspired by peacock, gold-plated silver engraved temple earrings featuring hand-hammered coins and semi-precious stones handcrafted in South India<ul><li>Color: Golden, Pink</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver, Semi-precious Stones</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS54830,Gold-plated Silver Engraved Coin Earrings,gold-plated-silver-engraved-coin-earrings-ins54830,"Handcrafted in South India, gold-plated silver engraved temple earrings adorned with Nakashi work, coins, idol motifs and semi-precious stones<ul><li>Color: Golden, Pink, Green</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver, Semi-precious Stones</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS12520,Floral Gold-plated Silver Temple Earrings with Nakashi Work,floral-gold-plated-silver-temple-earrings-with-nakashi-work-ins12520,"Handmade in South India, gold-plated silver temple earrings with floral engravings, ghungroos and Nakashi work<ul><li>Color: Golden</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS165010,Floral Jadau Gold-plated Silver Pendant with Chain (Set of 2),floral-jadau-gold-plated-silver-pendant-with-chain-(setof2)-ins165010,"Jadau gold-plated silver floral pendant handcrafted by skilled artisans in South India featuring semi-precious stones and bead drop<ul><li>Color: Golden, Pink, Green</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver, Semi-precious Stones</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS92940,Jadau Gold-plated Silver Pendant with Chain (Set of 2),jadau-gold-plated-silver-pendant-with-chain-(setof2)-ins92940,"Inspired by nature, Jadau gold-plated silver pendant handcrafted by skilled artisans in South India featuring semi-precious stones and beads<ul><li>Color: Golden, Pink, Green</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver, Semi-precious Stones</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS142450,Jadau Gold-plated Silver Pendant with Pearls and Chain (Set of 2),jadau-gold-plated-silver-pendant-with-pearls-and-chain-(setof2)-ins142450,"Jadau gold-plated silver pendant handcrafted by skilled artisans in South India featuring semi-precious stones and pearls<ul><li>Color: Golden, Pink, Green, White</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver, Semi-precious Stones</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS23780,Floral Gold-plated Silver Engraved Nakashi Earrings,floral-gold-plated-silver-engraved-nakashi-earrings-ins23780,"Handcrafted in South India, gold-plated silver engraved temple earrings adorned with Nakashi work, coins and idol and floral motifs<ul><li>Color: Golden</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS74480,Gold-plated Silver Engraved Temple Earrings,gold-plated-silver-engraved-temple-earrings-ins74480,"Handcrafted in South India, gold-plated silver engraved temple earrings adorned with Nakashi work, coins, idol motif and jhumki drop<ul><li>Color: Golden, Pink, Green</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver, Semi-precious Stones</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJB325,Brown Leather Journal,brown-leather-journal-m-ic5feb16njb325,"Maroon leather journal with brass locks, handmade paper, black onyx and stitching details<ul><li>Color: Brown, Black</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Leather, Handmade Paper, Black Onyx, Brass</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJV375,"Red, Golden Benarasi Brocade Journal","red,-golden-benarasi-brocade-journal-m-ic5feb16njv375","Handcrafted red and golden Benarasi brocade journal with floral motifs, elastic and button closure<ul><li>Color: Red, Golden</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Benarasi Brocade, Elastic</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJS375,"Black, Golden Benarasi Brocade Journal","black,-golden-benarasi-brocade-journal-m-ic5feb16njs375","Handcrafted black and golden Benarasi brocade journal with floral motifs, elastic and button closure<ul><li>Color: Black, Golden</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Benarasi Brocade, Elastic</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJJ450,"Black, Dull Golden Benarasi Brocade Journal","black,-dull-golden-benarasi-brocade-journal-m-ic5feb16njj450","Handcrafted black and dull golden Benarasi brocade journal with nature-inspired motifs, elastic and button closure<ul><li>Color: Black, Dull Golden</li><li>Measurements: Width - 6 inches, Height - 8 inches </li><li>Material(s): Benarasi Brocade, Elastic</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJD450,"Red, Dull Golden Benarasi Brocade Journal","red,-dull-golden-benarasi-brocade-journal-m-ic5feb16njd450","Handcrafted red and dull golden Benarasi brocade journal with nature-inspired motifs, elastic and button closure<ul><li>Color: Red, Dull Golden</li><li>Measurements: Width - 6 inches, Height - 8 inches </li><li>Material(s): Benarasi Brocade, Elastic</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJB450,"Purple, Golden Benarasi Brocade Journal","purple,-golden-benarasi-brocade-journal-m-ic5feb16njb450","Handcrafted purple and golden Benarasi brocade journal with floral motifs, elastic and button closure<ul><li>Color: Purple, Golden</li><li>Measurements: Width - 6 inches, Height - 8 inches </li><li>Material(s): Benarasi Brocade, Elastic</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJB375,"White, Golden Benarasi Brocade Journal","white,-golden-benarasi-brocade-journal-m-ic5feb16njb375","Handcrafted white and golden Benarasi brocade journal with floral motifs, elastic and button closure<ul><li>Color: White, Golden</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Benarasi Brocade, Elastic</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJC300,Brown Leather Journal,brown-leather-journal-m-ic5feb16njc300,"Brown leather journal with brass locks, handmade paper, turquoise and stitching details<ul><li>Color: Brown, Turquoise</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Leather, Turquoise, Handmade Paper, Brass</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJS325,Brown Leather Journal,brown-leather-journal-m-ic5feb16njs325,"Brown leather journal with belt straps, tourmaline, handmade paper, stitching and metal details<ul><li>Color: Brown, Pink</li><li>Measurements: Width - 6 inches, Height - 8 inches </li><li>Material(s): Leather, Handmade Paper, Tourmaline</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJF300,Green Leather Journal with Embossed Peacock Motif,green-leather-journal-with-embossed-peacock-motif-m-ic5feb16njf300,"Handcrafted green and black leather journal with embossed peacock motif, brass lock and handmade paper<ul><li>Color: Green, Black</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Leather, Handmade Paper, Brass</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJS300,Light Brown Wrinkle Free Suede Leather Journal,light-brown-wrinkle-free-suede-leather-journal-m-ic5feb16njs300,"Handcrafted light brown wrinkle free soft suede leather journal with stitching details and handmade paper<ul><li>Color: Light Brown</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Suede Leather, Handmade Paper</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJP300,Brown Leather Journal,brown-leather-journal-m-ic5feb16njp300,"Brown leather journal with stitching details, yellow semi-precious stone and brass locks<ul><li>Color: Brown, Yellow</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Leather, Handmade Paper, Semi-precious Stone, Brass</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJL300,Tree of Life Brown Leather Journal,tree-of-life-brown-leather-journal-m-ic5feb16njl300,"Tree of Life brown leather journal with hand-tooled motif, brass lock and handmade paper<ul><li>Color: Brown, Black</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Leather, Handmade Paper, Brass</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJE300,Maroon Leather Journal with Embossed Peacock Motif,maroon-leather-journal-with-embossed-peacock-motif-m-ic5feb16nje300,"Handcrafted maroon leather journal with embossed peacock motif, brass lock and handmade paper<ul><li>Color: Maroon, Black</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Leather, Handmade Paper, Brass</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJU300,Tree of Life Brown Leather Journal,tree-of-life-brown-leather-journal-m-ic5feb16nju300,"Handcrafted brown leather journal with embossed Tree of Life motif, brass lock and handmade paper<ul><li>Color: Brown, Black</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Leather, Handmade Paper, Brass</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJM300,Tree of Life Green Leather Journal,tree-of-life-green-leather-journal-m-ic5feb16njm300,"Tree of Life green leather journal with hand-tooled motif, brass lock and handmade paper<ul><li>Color: Green, Black</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Leather, Handmade Paper, Brass</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJW300,"Brown Leather, Metal Journal with Hand-tooled Celtic Design","brown-leather,-metal-journal-with-hand-tooled-celtic-design-m-ic5feb16njw300","Brown hand-tooled leather, metal journal with celtic design, brass lock and handmade paper<ul><li>Color: Brown, Golden, Black</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Leather, Handmade Paper, Brass</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJA300,Red-Brown Leather Journal with Celtic Design,red-brown-leather-journal-with-celtic-design-m-ic5feb16nja300,"Handcrafted red-brown leather journal with light green marble stone, stitching details, embossed celtic design and handmade paper<ul><li>Color: Red-Brown, Light Green</li><li>Measurements: Width - 3.5 inches, Height - 5 inches </li><li>Material(s): Leather, Handmade Paper, Semi-precious Stone</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJM600,"Brown Leather, Metal Journal with Hand-tooled Celtic Design","brown-leather,-metal-journal-with-hand-tooled-celtic-design-m-ic5feb16njm600","Brown leather journal with brass lock, hand-tooled celtic design, handmade paper and semi-precious stones like turquoise, coral, black onyx & more<ul><li>Color: Multicolor</li><li>Measurements: Width - 7 inches, Height - 10 inches </li><li>Material(s): Leather, Handmade Paper, Semi-precious Stones, Brass</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJR400,Brown Leather Roll Up Journal,brown-leather-roll-up-journal-m-ic5feb16njr400,"Brown leather roll up journal with raw handmade paper<ul><li>Color: Brown</li><li>Measurements: Width - 9 inches, Height - 9.5 inches </li><li>Material(s): Leather, Raw Handmade Paper</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJH300,Dark Brown Leather Journal with Hand-tooled Celtic Design,dark-brown-leather-journal-with-hand-tooled-celtic-design-m-ic5feb16njh300,"Dark brown leather journal with dark green marble stone, hand-tooled celtic design and handmade paper<ul><li>Color: Dark Brown, Green</li><li>Measurements: Width - 3.5 inches, Height - 5 inches </li><li>Material(s): Leather, Handmade Paper, Semi-precious Stone</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJS200,Tan Suede Leather Journal,tan-suede-leather-journal-m-ic5feb16njs200,"Tan soft suede leather journal with handmade paper<ul><li>Color: Tan</li><li>Measurements: Width - 3.5 inches, Height - 5 inches </li><li>Material(s): Leather, Handmade Paper</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJT325,"Tree of Life Brown, Green Leather Journal","tree-of-life-brown,-green-leather-journal-m-ic5feb16njt325","Tree of Life brown, green leather journal with hand-tooled motif, brass lock and handmade paper<ul><li>Color: Brown, Green</li><li>Measurements: Width - 5 inches, Height - 7 inches </li><li>Material(s): Leather, Handmade Paper, Brass</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",M-IC5FEB16NJW325,Tan Wrinkle Free Crunch Leather Journal,tan-wrinkle-free-crunch-leather-journal-m-ic5feb16njw325,"Tan wrinkle free crunch leather journal with handmade paper<ul><li>Color: Tan</li><li>Measurements: Width - 6 inches, Height - 8 inches </li><li>Material(s): Leather, Handmade Paper</li><li>Care: NA</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN225W,Crescent Tourmaline Brass Kundan Earrings,crescent-tourmaline-brass-kundan-earrings-c-ic4nov15in225w,"Handcrafted layered crescent-shaped brass kundan earrings with pearls and tourmaline<ul><li>Color: Golden, Pink</li><li>Measurements: Free Size</li><li>Material(s): Brass, Tourmaline, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN600T,Gold Tone Brass Kundan Maang Tikka with Pearl Drop,gold-tone-brass-kundan-maang-tikka-with-pearl-drop-c-ic4nov15in600t,"Handcrafted gold tone brass kundan maang tikka adorned with pearl drop from Gujarat<ul><li>Color: Golden, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Pearl</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN145C,Gold Tone Brass Earcuffs with Pearl Drop,gold-tone-brass-earcuffs-with-pearl-drop-c-ic4nov15in145c,"Handcrafted in Gujarat, gold tone brass earcuffs with pearl drop and chains<ul><li>Color: Golden, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Pearl</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN227K,Crescent Gold Tone Brass Earrings,crescent-gold-tone-brass-earrings-c-ic4nov15in227k,"Handcrafted crescent-shaped gold tone brass kundan earrings featuring pearls and crystals from Gujarat<ul><li>Color: Golden, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Pearls, Crystals</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN125F,Textured Floral Gold Tone Brass Earrings with Black Onyx,textured-floral-gold-tone-brass-earrings-with-black-onyx-c-ic4nov15in125f,"Gold tone brass earrings featuring handcrafted textured floral motif and black onyx<ul><li>Color: Golden, Black</li><li>Measurements: Free Size</li><li>Material(s): Brass, Black Onyx</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN200C,"Blue Quartz, Black Onyx Gold Tone Brass Earrings","blue-quartz,-black-onyx-gold-tone-brass-earrings-c-ic4nov15in200c","Gold tone brass earrings featuring blue quartz, black onyx and chain tassels<ul><li>Color: Golden, Blue, Black</li><li>Measurements: Free Size</li><li>Material(s): Brass, Black Onyx, Blue Quartz</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN150B,Egyptian Black Onyx Gold Tone Brass Earrings,egyptian-black-onyx-gold-tone-brass-earrings-c-ic4nov15in150b,"Gold tone brass earrings featuring black onyx and Egyptian design<ul><li>Color: Golden, Black</li><li>Measurements: Free Size</li><li>Material(s): Brass, Black Onyx</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN225S,Yellow Garnet Textured Gold Tone Brass Earrings,yellow-garnet-textured-gold-tone-brass-earrings-c-ic4nov15in225s,"Gold tone brass earrings featuring textured floral motif, yellow garnet, jhumki drop and pearls<ul><li>Color: Golden, Yellow, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Yellow Garnet, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN236P,Blue Tourmaline Gold Tone Brass Hoop Earrings with Textured Leaf Motif,blue-tourmaline-gold-tone-brass-hoop-earrings-with-textured-leaf-motif-c-ic4nov15in236p,"Gold tone brass hoop earrings adorned with blue tourmaline, textured leaf motifs, pearls and jhumki drop<ul><li>Color: Golden, Blue, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Blue Tourmaline, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN100R,Carnelian Gold Tone Brass Earrings,carnelian-gold-tone-brass-earrings-c-ic4nov15in100r,"Gold tone brass earrings featuring handcrafted leaf motifs and carnelian<ul><li>Color: Golden, Red</li><li>Measurements: Free Size</li><li>Material(s): Brass, Carnelian</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN203P,Crescent Tourmaline and Pearl Brass Kundan Earrings,crescent-tourmaline-and-pearl-brass-kundan-earrings-c-ic4nov15in203p,"Crescent-shaped gold tone brass earrings adorned with kundan work, tourmaline and pearls from Gujarat<ul><li>Color: Golden, Pink, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Tourmaline, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN360B,Tanzanite Gold Tone Brass Kundan Earrings,tanzanite-gold-tone-brass-kundan-earrings-c-ic4nov15in360b,"Handcrafted in Gujarat, gold tone brass kundan earrings adorned with tanzanite<ul><li>Color: Golden, Blue</li><li>Measurements: Free Size</li><li>Material(s): Brass, Tanzanite</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN203B,Crescent Tanzanite Gold Tone Brass Kundan Earrings with Pearls,crescent-tanzanite-gold-tone-brass-kundan-earrings-with-pearls-c-ic4nov15in203b,"Crescent-shaped handcrafted gold tone brass earrings adorned with kundan work, tanzanite and pearls from Gujarat<ul><li>Color: Golden, Blue, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Tanzanite, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-IC4NOV15IN405G,Crescent Turquoise Gold Tone Brass Earrings,crescent-turquoise-gold-tone-brass-earrings-c-ic4nov15in405g,"Crescent gold tone brass earrings adorned with kundan work, turquoise and pearls<ul><li>Color: Golden, Turquoise, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Turquoise, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-ICL24SEP15500G,Smoky Quartz Gold Tone Brass Cuff,smoky-quartz-gold-tone-brass-cuff-c-icl24sep15500g,"Handcrafted gold tone brass cuff adorned with smoky quartz, pearl chains and paisley motifs<ul><li>Color: Golden, Brown</li><li>Measurements: Free Size</li><li>Material(s): Brass, Smoky Quartz, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-ICL24SEP15500B,Black Onyx Gold Tone Brass Cuff,black-onyx-gold-tone-brass-cuff-c-icl24sep15500b,"Handcrafted gold tone brass cuff adorned with black onyx, pearl chains and paisley motifs<ul><li>Color: Golden, Black</li><li>Measurements: Free Size</li><li>Material(s): Brass, Black Onyx, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-ICL24SEP15100G,Crystal Gold Tone Brass Earrings,crystal-gold-tone-brass-earrings-c-icl24sep15100g,"Handcrafted in Gujarat, gold tone brass earrings with crystals<ul><li>Color: Golden</li><li>Measurements: Free Size</li><li>Material(s): Brass, Crystals</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-ICL24SEP15500W,Floral Etched Jade Gold Tone Brass Earrings,floral-etched-jade-gold-tone-brass-earrings-c-icl24sep15500w,"Handcrafted gold tone brass earrings with floral etched jade and pearl<ul><li>Color: Golden, Green, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Jade, Pearl</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-ICL24SEP15800G,"Smoky Quartz, Aventurine Gold Tone Brass Hook Earrings","smoky-quartz,-aventurine-gold-tone-brass-hook-earrings-c-icl24sep15800g","Handcrafted gold tone brass hook earrings adorned with smoky quartz and aventurine<ul><li>Color: Golden, Brown, Green</li><li>Measurements: Free Size</li><li>Material(s): Brass, Smoky Quartz, Aventurine</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-ICL24SEP15213G,Leaf Amethyst Gold Tone Brass Earrings,leaf-amethyst-gold-tone-brass-earrings-c-icl24sep15213g,"Handcrafted gold tone brass earrings adorned with leaf design and amethyst<ul><li>Color: Golden, Purple</li><li>Measurements: Free Size</li><li>Material(s): Brass, Amethyst</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",C-ICL24SEP15200G,Crystal Gold Tone Brass Foil Earrings,crystal-gold-tone-brass-foil-earrings-c-icl24sep15200g,"Handcrafted gold tone brass foil earrings adorned with crystals <ul><li>Color: Golden</li><li>Measurements: Free Size</li><li>Material(s): Brass, Crystals</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
